,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,P38038,Sulfite reductase [NADPH] flavoprotein alpha-component,Escherichia coli (strain K12) OX=83333,1.0,MNXR104650,-,1.8.1.2;1.8.2.2,1.0,0.0,0.35355,NaN,0,0.353553,45.6,23.5,12.5,21.1,66269.84,4.6554,44.574,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
120,NaN,A0KTH4,Sulfite reductase [NADPH] flavoprotein alpha-component,Shewanella sp. (strain ANA-3) OX=94122,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,49.0,19.9,12.4,21.4,66175.42,4.7654,45.530,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
121,NaN,Q12QQ5,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013) OX=318161,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.8,24.0,20.1,17.0,62332.73,6.4639,45.907,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
122,NaN,C4L9J8,Sulfite reductase [NADPH] hemoprotein beta-component,Tolumonas auensis (strain DSM 9187 / TA4) OX=595494,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,46.7,18.5,21.1,16.7,63165.15,8.2252,47.331,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
123,NaN,A3D829,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella baltica (strain OS155 / ATCC BAA-1091) OX=325240,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,44.3,22.8,19.9,16.0,63021.50,6.3600,46.726,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
124,NaN,A1S9I4,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella amazonensis (strain ATCC BAA-1098 / SB2B) OX=326297,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,43.2,22.3,19.6,17.7,63430.28,6.7443,45.709,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
125,NaN,B0TTE4,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella halifaxensis (strain HAW-EB4) OX=458817,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,42.1,18.8,20.6,21.5,63081.30,6.1669,46.549,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
126,NaN,Q65T54,Sulfite reductase [NADPH] hemoprotein beta-component,Mannheimia succiniciproducens (strain MBEL55E) OX=221988,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.1,25.0,22.9,17.8,67220.68,6.4659,48.810,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
127,NaN,Q47UW8,Sulfite reductase [NADPH] hemoprotein beta-component,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) OX=167879,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.5,24.5,22.0,18.8,64788.13,5.9038,48.288,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
128,NaN,A6VPZ1,Sulfite reductase [NADPH] hemoprotein beta-component,Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z) OX=339671,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,37.4,23.1,23.1,19.2,66564.86,6.1774,47.449,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
129,NaN,A6WJT5,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella baltica (strain OS185) OX=402882,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,43.7,22.8,19.9,16.6,63021.46,6.2522,46.726,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
130,NaN,A3QAP0,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella loihica (strain ATCC BAA-1088 / PV-4) OX=323850,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,43.2,22.0,20.6,17.1,63124.80,6.7407,45.487,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
131,NaN,Q3IFM1,Sulfite reductase [NADPH] hemoprotein beta-component,Pseudoalteromonas translucida (strain TAC 125) OX=326442,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,45.5,21.7,21.1,14.6,62932.69,6.9885,47.080,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
132,NaN,A1RGD7,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella sp. (strain W3-18-1) OX=351745,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,43.9,23.1,20.0,15.8,62996.45,6.5720,47.080,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
133,NaN,B1KE86,Sulfite reductase [NADPH] hemoprotein beta-component,Shewanella woodyi (strain ATCC 51908 / MS32) OX=392500,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.7,20.9,20.7,19.6,64443.70,5.8558,47.660,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
134,NaN,Q3JBJ1,Sulfite reductase [NADPH] hemoprotein beta-component,Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107) OX=323261,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.4,20.8,22.4,20.2,65679.28,9.0989,47.496,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
135,NaN,B0U6W0,Sulfite reductase [NADPH] hemoprotein beta-component,Xylella fastidiosa (strain M12) OX=405440,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,29.7,27.5,18.5,27.2,62878.65,8.1455,44.014,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
136,NaN,Q0HFL6,Sulfite reductase [NADPH] flavoprotein alpha-component,Shewanella sp. (strain MR-4) OX=60480,11.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,50.5,20.1,12.1,20.1,66209.47,4.8076,45.861,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
137,NaN,B0BT17,Sulfite reductase [NADPH] hemoprotein beta-component,Actinobacillus pleuropneumoniae serotype 3 (strain JL03) OX=434271,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.3,25.7,21.5,16.3,66770.42,7.1882,47.959,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
138,NaN,B0RPG6,Sulfite reductase [NADPH] hemoprotein beta-component,Xanthomonas campestris pv. campestris (strain B100) OX=509169,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,34.8,23.9,19.6,24.6,62521.68,6.5628,43.310,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
139,NaN,A0KNL0,Sulfite reductase [NADPH] hemoprotein beta-component,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049) OX=380703,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,35.4,23.5,22.2,21.8,62960.80,6.8313,44.211,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
140,NaN,Q87L90,Sulfite reductase [NADPH] flavoprotein alpha-component,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,45.1,21.4,16.6,19.4,68755.57,4.6892,49.759,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
141,NaN,Q4UY08,Sulfite reductase [NADPH] hemoprotein beta-component,Xanthomonas campestris pv. campestris (strain 8004) OX=314565,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,34.8,23.9,19.6,24.6,62521.68,6.5628,43.310,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
142,NaN,Q8P608,Sulfite reductase [NADPH] hemoprotein beta-component,Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,34.1,24.5,19.6,24.8,62564.71,6.6610,43.486,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
143,NaN,B7J3E3,NaN,Acidithiobacillus ferrooxidans,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,NaN,0.0,0.35355,NaN,0,0.353553,-,-,-,-,-,-,-,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
144,NaN,Q87L91,Sulfite reductase [NADPH] hemoprotein beta-component,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.7,23.3,20.5,18.3,64874.84,6.8916,48.443,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
145,NaN,B2SI05,Sulfite reductase [NADPH] hemoprotein beta-component,Xanthomonas oryzae pv. oryzae (strain PXO99A) OX=360094,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.0,23.9,17.6,23.4,62399.56,6.5693,42.958,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
146,NaN,Q2P0H2,Sulfite reductase [NADPH] hemoprotein beta-component,Xanthomonas oryzae pv. oryzae (strain MAFF 311018) OX=342109,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.0,23.9,17.6,23.4,62399.56,6.5693,42.958,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
147,NaN,B3GZ95,Sulfite reductase [NADPH] hemoprotein beta-component,Actinobacillus pleuropneumoniae serotype 7 (strain AP76) OX=537457,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.8,25.5,21.2,17.3,66663.21,7.0241,48.129,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
148,NaN,A7MSZ7,Sulfite reductase [NADPH] hemoprotein beta-component,Vibrio campbellii (strain ATCC BAA-1116) OX=2902295,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,43.2,20.5,20.3,18.9,64672.55,6.9578,48.616,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
149,NaN,B4RYS6,Sulfite reductase [NADPH] hemoprotein beta-component,Alteromonas mediterranea (strain DSM 17117 / CIP 110805 / LMG 28347 / Deep ecotype) OX=1774373,12.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,36.8,25.1,23.5,17.4,63912.51,6.4671,47.469,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
